title,artist,like_cnt,lyrics,release_date
우리집,이준,42,"니가 나타나서 나에게
무관심인 척 아닌 척 하는 게
좀 그래 그래 그래
니 맘은 안 그래 안 그래
내게 눈빛을 줬다 뺐다
다 보이는 니 속 맘에 나는
그래 그래 그래 그래 oh yeah

It's alright 우리 집으로 가자
It's alright 단 아무도 모르게
10분 뒤에 저 앞에서
너를 기다리고 있을게
It's alright 우리 집으로 가자

니 눈빛과 몸짓 다
니가 하는 말보다 빨라
I know you want me too
I know you want it too

It's alright 우리 집으로 가자
It's alright 단 아무도 모르게
10분 뒤에 저 앞에서
너를 기다리고 있을게
It's alright 우리 집으로 가자

우리 집으로 너를 데리고
가는 길에 나도 몰래 미치겠어
I go you go We go baby
우리 집으로 니 손을 꼭 잡고
올라가는 길에 나도 미치겠어
I know you know We know baby

It's alright 우리 집으로 가자
It's alright 단 아무도 모르게
10분 뒤에 저 앞에서
너를 기다리고 있을게
It's alright 우리 집으로 가자
It's alright 우리 집으로 가자
It's alright 우리 집으로 가자",2025.01.20
something we missed..,Picturemegreen,29,"Although I have to say it’s true
Want your love but plainly I’d
Care about our dreams and was
worried

But I
Lately I don’t care at all
To where all my thoughts get on
And I was floating your heart

Path that we know
Where we stop
Where we go babe
I felt all alone and insecure
Thought you’d go away

Well sometimes I see
Our room full of memories baby
You saying I just
Can’t get over things I know

You’ll give me nothing
But all I want is you whenever always
Wherever I go

So when I get your love my love
I’m in to you
Again I’m into you

Negative thoughts
They’re barely in to you it’s
Can’t stop and it’s too much
They fell out so much
You gave the nerves
I get insane
I can’t explain
You get my all things
Have you ever noticed?
I can’t be there
I want you so bad but I can’t be there

Path that we know
Where we stop
Where we go babe
I felt all alone and insecure
Thought you’d go away

You you’ll never know
That I’ll
Feel so over someday
And gone by

You’ll give me nothing
But all I want is you whenever always
Wherever I go

So when I get your love my love
I’m in to you
Again I’m into you

I feel it
I’ll never understand
You’ll never explain
Of how you feel
That means we’re so far away
But I’m in to you",2025.01.20
Welcome to Our Groove,COMMON GROUND (커먼그라운드),4,"Welcome to the Groove
Welcome to our town
Welcome to the Groove
Welcome to our town

You won't find another place like this
With the energy that never quits
So come on down and take a risk
We guarantee you won't be missed

Welcome to the Groove
Welcome to our town
Welcome to the Groove
Welcome to our town

Welcome to our funky town
Where the beat goes up and never goes down
There's a groove in the air, can you feel the sound?
Come on down and let yourself be found

You won't find another place like this
With the energy that never quits
So come on down and take a risk
We guarantee you won't be missed

Welcome to the Groove
Welcome to our town
Welcome to the Groove
Welcome to our town

Don't be afraid to let loose and dance
To let go of your worries and advance
We'll keep the music pumping till the sun comes up
the night is done!

Where the groove never lets you down
(Welcome to our town)
You won't find place like this
(Welcome to our town)
Where the groove never lets you down
(Welcome to our town)
So come on down and join the fun
(Welcome to our town!)

Welcome to the Groove
Welcome to our town
Welcome to the Groove
Welcome to our town

Welcome to Our Groove
Welcome to Our Groove
Welcome to Our Groove
Welcome to Our Groove",2025.01.20
Scent (Feat. 박현진),윤태현 (YUNTAEHYEON),8,"날 떠나지 마요
못한 말들이 많아
날 바라보던 너를 못 잊을 것만 같아
Oh no 난 너 없이 안 되나 봐
날 떠나지 마요
그대의 향기가 내 발목을 잡아
아무 데도 못 가겠지만
안녕 뒤돌아보지 마요

너와 참 많이도 걸었던
그때 그 길거리 기억나니
이제는 말도 못 꺼내
넌 모른 척 지나가
이런 날 피해 가며

i don't know
너의 그 향기가 자꾸만 생각나서
또 한 번 turn around
oh 그대는 어디로 떠났나

아른거리는 추억들은 또
밤마다 여전히 날 잡아둬
스쳐가는 생각들에 웃고
이제는 조금은 정리할 거야

아마도 monday
싫지만 계속 난 기대해
왜 이래 우리는 애초에
맞지가 않았네 정신을 차려 man
시간이 지나면 괜찮아진대
하지만 상처는 안 낫네
우리의 상태는 반대
너는 또 사라져 가네

날 떠나지 마요
못한 말들이 많아
날 바라보던 너를 못 잊을 것만 같아
Oh no 난 너 없이 안 되나 봐
날 떠나지 마요
그대의 향기가 내 발목을 잡아
아무 데도 못 가겠지만
안녕 뒤돌아보지 마요

익숙한 우리 갔던 길을 걸으면
지금까지의 기억들을 더듬어
다시 생각해 봐도 안 될 것 같아
언제쯤 널 예전 같이 더
날 사랑할 수 있게 만드는지
가늠이 안 돼 넌 왜
넌 날 이렇게 냅두는 거야
Everyday with you felt so right
You're my star my guarding light
예전 이야기가 된 걸까
불안함에 감싸인 채로 난

날 떠나지 마요
못한 말들이 많아
날 바라보던 너를 못 잊을 것만 같아
Oh no 난 너 없이 안 되나 봐
날 떠나지 마요
그대의 향기가 내 발목을 잡아
아무 데도 못 가겠지만
안녕 뒤돌아보지 마요",2025.01.20
Last Night In Chicago,아이드플레이,0,"You even remember? Woodfield Plaza in Schaumburg.
A special place where you came from far away to see me.
That afternoon we went shopping and had coffee.
And you put me in your car and drove down I-90 to Chicago.
We had a hard time with traffic and parking,
but it was all good because we're just together.
I don’t remember what I ate at McDonald’s that night.
That's how my first night in Chicago started.

It felt like I was being sucked into a scene from a movie.
We drove towards Chicago, listening to music together.
It was a romantic and happy driving time.
An ecstatic scenery that I experienced for the first time in my life.
That night, Chicago, the beautiful city of red lights.
I will never forget that moment that night when I broke up with you until I die.

You even remember? Cloudbar at John Hancock Tower.
We went there after dinner. I don't remember what we drank.
A subtle feeling that may or may not be love.
A candle that swayed uneasily like my heart.
The panoramic night view outside the window was dazzlingly beautiful,
but I was only looking at your face.

It felt like I was being sucked into a scene from a movie.
We drove towards Chicago, listening to music together.
It was a romantic and happy driving time.
An ecstatic scenery that I experienced for the first time in my life.
That night, Chicago, the beautiful city of red lights.
I will never forget that moment that night when I broke up with you until I die.

I don't know why I did that to you back then.
Why did I like you so much?
Why couldn't I hide my feelings?
I didn't say I love you but You probably already knew everything.
On my last night in Chicago,
On my last night in Chicago oh

It felt like I was being sucked into a scene from a movie.
We drove towards Chicago, listening to music together.
It was a romantic and happy driving time.
An ecstatic scenery that I experienced for the first time in my life.
That night, Chicago, the beautiful city of red lights.
I will never forget that moment that night when I broke up with you until I die.

I was sorry. What I couldn't say then.
I loved you. What I couldn't say then.
It wasn't the Chicago night that I loved, it was you",2025.01.20
Drama,Dreamlike Melody,0,"I don’t wanna know 지금 내가 해야하는 것들 모두
Please, let me go 조금만 더 내게 시간을 줘

But, I know 이미 끝나버린 엔딩
이젠 깨어나야해 이 꿈속에서

이건 너와 나의 Drama, 더는 아프지 않게
Everything that I do, Everythings that I choose for you

더 다가갈수도 더 멀어질수도 더이상 너의 곁을 맴돌수 없어
I can’t be, I won’t be with you no more

가끔은 후회할지도 몰라 너를 두고 떠나가는 날
I think I’m crazy 지금도 널 그리워하는 나

But, I know 이미 끝나버린 엔딩
이젠 깨어나야해 이 꿈속에서

이건 너와 나의 Drama, 더는 아프지 않게
Everything that I do, Everythings that I choose for you

더 다가갈수도 더 멀어질수도 더이상 너의 곁을 맴돌수 없어
I can’t be, I won’t be with you no more

이건 너와 나의 Drama, 더는 아프지 않게
Everything that I do, Everythings that I choose for you

더 다가갈수도 더 멀어질수도 더이상 너의 곁을 맴돌수 없어
I can’t be, I won’t be with you no more",2025.01.20
웰컴 투 더 타노스 월드,모노크롬,5,"Hey, 세뇨리따! 나 몰라?
아니, 몰라도 돼!
지금부터 알아가면 되니까
어디 살아, 몇 살이야?

수많은 이들 속 찾았네, 바로
잡초들 사이 활짝 핀 내 Beauty Flower
빨 주 노 초 I`m a legend Thanos
푸르뎅뎅, 녹색 빛깔 내게 밝혀 줘, Green Light

세뇨리따! Excuse me
너 게임 나랑 같이 하자 No problem
넌 내 뒤에만 있으면 안전해 You safe
이 타노스님이 널 지켜줄게! Ok?
너 이름 뭐야? What`s up!
Nice to meet you! My brother!
Welcome to the Thanos World!
귀엽다 너, Come on!

I like you! 관심있어?
너한테 벌이 앉았어
니가 꽃인걸 아나봐
동그라미 Let`s go!

수많은 이들 속 찾았네, 바로
잡초들 사이 활짝 핀 내 Beauty Flower
빨 주 노 초 I`m a legend Thanos
푸르뎅뎅, 녹색 빛깔 내게 밝혀 줘, Green Light

세료리따! Excuse me
너 게임 나랑 같이 하자 No problem
넌 내 뒤에만 있으면 안전해 You safe
이 타노스님이 널 지켜줄게! Ok?
너 이름 뭐야? What`s up!
Nice to meet you! My brother!
Welcome to the Thanos World!
귀엽다 너, Come on!

지금부터 내 앞을 가로막는 자들을
내가 싸그리 쓸어버릴거야!
내 랩으로 인류의 절반을 다 죽여버리겠다
이 타노스님이 널 지켜줄게!

세료리따! Excuse me
너 게임 나랑 같이 하자 No problem
넌 내 뒤에만 있으면 안전해 You safe
이 타노스님이 널 지켜줄게! Ok?
너 이름 뭐야? What`s up!
Nice to meet you! My brother!
Welcome to the Thanos World!
귀엽다 너, Come on!",2025.01.20
Addicted (Feat. Heon Seo (헌서)),Hardy,27,"I'm so addicted
너 없이 난 nothing
But you got me twisted
나 없이 넌 어때
Come on,
You're the one
Hold me tight when I'm falling
Swear to God
I could die when you're hurting
Don't take my heart with those smiles and lies
Shout out to your friends, laughing me behind
I'm so addicted
너 없이 난 nothing
But you got me twisted
나 없이 넌 어때

Yeah I'm so high
Feeling bad all night
You're stuck in my head
Know I can't deny
But I feel sorry
'Cause I'm just nothing
Praying on the bed, please don't let her go
Oh, you're still changing mood with feelings
Wanna make me say sorry
Tell your friends I'm a villan
Spreading new fake ass stories
It makes me feel sorrow
I don't wanna go wrong
But you always drive me crazy
Too messed up with hatings
Standing back for the closer
Take your time
Know it'll be better tommorow
Drink tears in bottles
Won't let go

I'm so addicted
너 없이 난 nothing
But you got me twisted
나 없이 넌 어때
Come on,
You're the one
Hold me tight when I'm falling
Swear to God
I could die when you're hurting
Don't take my heart with those smiles and lies
Shout out to your friends, laughing me behind
I'm so addicted
너 없이 난 nothing
But you got me twisted
나 없이 넌 어때

I was stuck in the dark everyday
You didn't think of me
Seem so unfair
Tell me It’s not the end of us
How can we go back to before
People say that true love is a sacrifice yeah
But I don’t wanna do this again and again
I'll put you down
Now We eventually move on
From all the memories about us
Don’t you know?
How I feel
Even though I might be go back
I don’t want to repeat
I’m already addicted

I'm so addicted
너 없이 난 nothing
But you got me twisted
나 없이 넌 어때
Come on,
You're the one
Hold me tight when I'm falling
Swear to God
I could die when you're hurting
Don't take my heart with those smiles and lies
Shout out to your friends, laughing me behind
I'm so addicted
너 없이 난 nothing
But you got me twisted
나 없이 넌 어때",2025.01.20
미스터리 카페,Kira,0,"In a corner by the window shadows dance
Coffee steam and whispers stealing chance
Broken record keeps on playing our old song
Mystery cafe where we both belong

Sweet aroma fills the air of secrets told
Conversations warm like hands we used to holda
Eyes meet strangers' faces none they know
In this haunt where time is moving slow

Mystery cafe in the dead of night
Alright
We find our place in the neon light
So bright
Words unsaid hang heavy like the smoke
In the silence it’s your name I spoke

Empty cups and half-remembered sighs
Through the haze of memories where love lies
Bookshelves line the walls tales untold
In this fleeting dream our hearts are bold

Rain taps softly on the windowpane outside
Melancholy jukebox plays the song we tried
Card games at the counter stakes so high
Lost in this enigma you and I

Mystery cafe in the dead of night
Alright
We find our place in the neon light
So bright
Words unsaid hang heavy like the smoke
In the silence it’s your name I spoke",2025.01.20
Why You So,NK,3,"I need you right here by my side
I can't get enough of you
바쁜 거 같은데 미안해 조용히 있을게 (yeah)
아쉬운 건 집 가는 거야 좀만 더 있고 싶어 (oh)
긴장 안 한 것 같지만 착각이야
앞에서는 귀찮은 척하는 거야

기분이 좋아 보이지 않아도
걱정하지 마 화난 거 아니니까
기분이 좋아 보이지 않아도
신경 쓰지 마 어쩔 줄 모르게 만들지 마

(I just wanna ask)
Why you gotta be so fucking cool
Why you gotta be so fucking cool
Why you so good at being bad I can't
Control my heart no turning back
Why you so good at being bad
Sorry to my heart, it's stolen

하고 싶은 말 내가 하고 싶은 말 들어봐
별거 아냐 이미 알고 있을까 (어떡해)
좋다는 말만 하고파 그냥 다 고맙다는 뜻이야 (ooh)
집착하는 것처럼 느낄 수도 있지만
맞아 이건 내가 생각해도 집착이니까
I know I'm a freak
I'm a crazy bitch
I cry myself to sleep every night 매일밤 yeah yeah

기분이 좋아 보이지 않아도
걱정하지 마 화난 거 아니니까
기분이 좋아 보이지 않아도
신경 쓰지 마 어쩔 줄 모르게 만들지 마

So cool
Why you gotta be so fucking cool
Why you so good at being bad I can't
Control my heart no turning back
Why you so good at being bad
Sorry to my heart, it's stolen
Why you so good at - I can't
Control my heart no turning back
Why you so good at being bad
Sorry to my heart, it's stolen

하고 싶은 말 내가 하고 싶은 말 들어봐
별거 아냐 이미 알고 있을까 (어떡해)
좋다는 말만 하고파 그냥 다 고맙다는 뜻이야 (ooh)
지금이야 받아줄 시간, 준비됐어?
우린 기회 만날 기회도 참 많다야 어디 가볼래? (볼래)
성수 건대 어때? (ooh) 사람이 꽉 차도 어때 너랑 있으면 좋은데",2025.01.20
